category,subcategory,chemical_type,name_cn,name_en,cas,threshold,flavor,source
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,1-丙醇,1-propanol,71-23-8,"54,000 a μg/L（水/乙醇体系）；160,000 mg/L",酒精味、苹果香、苦味,白酒（浓香型）、米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,1-四癸醇,1-tetradecanol,112-72-1,,蜡香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,醇类,"2,3-Butanediol","2,3-butanediol",513-85-9,"120,000 mg/L",果香、洋葱味、黄油香、奶油香,白酒（浓香型）、米酒/黄酒、酱油、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,白酒,醇类,2-丁醇,2-butanol,78-92-2,"50,000 μg/L（乙醇-水体系）",果香,白酒（浓香型）、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,2-庚醇,2-heptanol,543-49-7,1430 a μg/L（水/乙醇体系）；1433.94 μg/L（乙醇-水体系）,果香、清新香气其他特征-,白酒（浓香型）、米酒/黄酒、茶叶（白茶）、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,酱油,醇类,2-甲基-1-丁醇（活性戊醇）,2-methyl-1-butanol,137-32-6,69.6 mg/L,其他特征-麦芽香-、麦芽香、酒精味,茶叶（白茶）、酱油、米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醇类,2-甲基-1-丙醇（异丁醇）,2-methyl-1-propanol,78-83-1,"28,300 a μg/L（水/乙醇体系）；360 mg/L；651 mg/L",其他特征-指甲油气味-、苦味、溶剂味、酒精味,米酒/黄酒、酱油、食醋（山西老陈醋）、白酒（浓香型）、白酒（各香型）、黄酒、米酒、发酵食品
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,2-壬醇,2-nonanol,628-99-9,,蜡香奶油香,米酒/黄酒、茶叶（白茶）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,2-辛醇,2-octanol,123-96-6,,辛香青香,米酒/黄酒、茶叶（白茶）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,2-Vinyl-ethanol,2-vinyl-ethanol,,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,3-Ethoxy-1-propanol,3-ethoxy-1-propanol,111-35-3,,果香,米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,2-戊醇,3-ethylpentan-2-ol,609-27-8,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醇类,3-甲基-1-丁醇（异戊醇）,3-methyl-1-butanol,123-51-3,"179,000 a μg/L（水/乙醇体系）；37,400 μg/L（乙醇-水体系）；1,000 mg/L",其他特征、麦芽香、其他特征-麦芽香-、酒精味,米酒/黄酒、茶叶（白茶）、酱油、白酒（浓香型、陈酿）、白酒（浓香型）、蚝油、发酵食品、白酒（各香型）、黄酒、米酒
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,3-辛烯醇,3-octenol,,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,3-苯基丙醇,3-phenylpropanol,122-97-4,,花香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,醇类,4-vinylsyringol,4-vinylsyringol,28343-22-8,,辛香,酱油
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,7-Methanoazulen- 6-ol,7-methanoazulen- 6-ol,,,,米酒/黄酒
五、发酵食品 Fermented Foods,蚝油,醇类,苯甲醇,Benzyl alcohol,100-51-6,"20,000 mg/L；11,076 * μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）",花香甜香、花香、甜香、果香,茶叶（白茶）、茶叶（红茶）、茶叶（黄茶）、茶汤（红茶冲泡液）、蚝油、食醋（山西老陈醋）、米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,柏木醇,Cedrol,77-53-2,,烟熏香、木香,茶叶（黄茶）、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,Cyclohexanol,Cyclohexanol,108-93-0,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醇类,乙醇,Ethanol,64-17-5,"1,100 mg/L",宜人香气、果香、刺激性气味、甜香、酒精味、溶剂味,米酒/黄酒、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,Isopropanol,Isopropanol,67-63-0,,酒精味、不愉悦气味、灼烧感,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,l -menthol,L -menthol,,810 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,白酒,醇类,Octan-3-ol,Octan-3-ol,589-98-0,6.12 μg/L（乙醇-水体系）,蘑菇香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,白酒,醇类,Pentan-2-ol,Pentan-2-ol,6032-29-7,"194,000 μg/L（乙醇-水体系）",油脂香、发酵香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,苯基乙醇,Phenyl ethanol,98-85-1,"1,100 mg/L",花香、蜂蜜香、苦味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,四乙二醇,Tetraethylene glycol,112-60-7,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,Thymol,Thymol,89-83-8,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,trans-Isoeugenol,Trans-isoeugenol,97-54-1,,辛香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,醇类,α-甲基苯乙醇,Α-methyl-benzeneethanol,,,花香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,白酒,醇类,β-苯基乙醇,Β-phenylethanol,,"28,900 μg/L（乙醇-水体系）",花香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,(E)-2-戊烯醛,(E)-2-Pentenal,1576-87-0,980 mg/L,青香果香、青香、苹果香,米酒/黄酒、茶叶（白茶）、茶汤（红茶冲泡液）
五、发酵食品 Fermented Foods,白酒,醛类,(E)-Hept-2-enal,(E)-Hept-2-enal,,2112.01 μg/L（乙醇-水体系）,青香、脂肪香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,白酒,醛类,(E)-Non-2-enal,(E)-Non-2-enal,,50.5 μg/L（乙醇-水体系）,黄瓜香、青香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,白酒,醛类,(E)-Oct-2-enal,(E)-Oct-2-enal,,15.1 μg/L（乙醇-水体系）,青香、黄瓜香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,蚝油,醛类,(E)-2-癸烯醛,(E)-2-decenal,3913-81-3,,蜡香泥土香、青香,茶叶（白茶）、蚝油
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,"2,4-Pentadienal","2,4-pentadienal",764-40-9,"14,100 mg/L",,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醛类,2-甲基-2-丁烯醛,2-methyl-2-butenal,1115-11-3,,其他特征、强烈香气、青香、醚香、霉土味其他特征-、异臭,米酒/黄酒、茶叶（白茶）、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,2-甲基苯甲醛,2-methylbenzaldehyde,529-20-4,200 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醛类,2-甲基丙醛,2-methylpropanal,78-84-2,1300 a μg/L（水/乙醇体系）；1.9 μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,青草香、清新醛香、麦芽香、坚果香,白酒（浓香型）、茶叶（红茶）、酱油、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,2-苯基-2-丁烯醛,2-phenyl-2-butenal,4411-89-6,- μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,青香、花香、木香、其他特征其他特征,米酒/黄酒、茶叶（红茶）
五、发酵食品 Fermented Foods,食醋,醛类,2-Phenyl-3-(2-furyl)-propenal,2-phenyl-3-(2-furyl)-propenal,57568-60-2,,草本香、酸败味,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,2-三癸烯醛,2-tridecenal,7774-82-5,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醛类,5-甲基-2-苯基-2-己烯醛,5-methyl-2-phenyl-2-hexenal,21834-92-4,,果香,食醋（山西老陈醋）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,Cinnamaldehyde,Cinnamaldehyde,104-55-2,160 mg/L,肉桂香-,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,异丁醛,Isobutyraldehyde diethyl acetal,1741-41-9,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醛类,Isovaleraldehyde,3-methyl-butanal,590-86-3,17 a μg/L（水/乙醇体系）；120 mg/L；1.1 mg/L,麦芽香、坚果香、青香、巧克力香、可可香,米酒/黄酒、食醋（山西老陈醋）、牛肉汤、白酒（浓香型）、茶叶（白茶）、茶叶（红茶）、蚝油、酱油、鸡肉汤、醋、可可、麦芽、白酒（各香型）、黄酒、米酒
五、发酵食品 Fermented Foods,蚝油,醛类,戊醛,Pentanal,110-62-3,22 μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,其他特征坚果香、发酵香、其他特征,米酒/黄酒、茶叶（白茶）、茶叶（红茶）、蚝油
五、发酵食品 Fermented Foods,米酒/黄酒,醛类,丙醛,Propanal,123-38-6,,酒精味、溶剂味,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,醛类,"trans -4,5-epoxy-(E)-2-decenal","Trans -4,5-epoxy-(E)-2-decenal",,,金属味,酱油
五、发酵食品 Fermented Foods,食醋,醛类,苯乙醛,Α-(2-methylpropylidene)-benzeneacetaldehyde,55088-52-3,,可可香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,内酯类,γ-Undecalactone,γ-Undecalactone,,,果香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,吡嗪类,"2,3-二乙基-5-甲基吡嗪","2,3-diethyl-5-methyl-pyrazine",18138-04-0,,烤土豆香,蚝油、茶叶（黄茶）、酱油
五、发酵食品 Fermented Foods,酱油,吡嗪类,"2,6-二甲基吡嗪","2,6-dimethyl-pyrazine",108-50-9,13.7 mg/l；6.00 μg/l（原文引用嗅觉阈值；用于茶叶OAV计算）,烘烤香花生香,食醋（山西老陈醋）、白酒（浓香型）、米酒/黄酒、茶叶（红茶）、酱油
五、发酵食品 Fermented Foods,白酒,酯类,Hexyl hexanoate,Hexyl hexanoate,6378-65-0,1890 μg/l（乙醇-水体系）,草本香、青草香、草本香清新香气,白酒（浓香型、陈酿）、茶叶（白茶）
五、发酵食品 Fermented Foods,白酒,醛类,"( E , E )-2,4-Decadienal","( E , E )-2,4-Decadienal",2363-88-4,7.71 μg/l（乙醇-水体系）,其他特征、脂肪香、肉香,牛肉汤、白酒（浓香型、陈酿）、茶叶（白茶）、茶汤（红茶冲泡液）、鸡肉汤
五、发酵食品 Fermented Foods,酱油,酚类,愈创木酚（2-甲氧基苯酚）,Guaiacol (2-Methoxyphenol),90-05-1,约 3.2–13.4 μg/L（水/乙醇体系）,烟熏香、甜香、木香、辛香、酚香,酱油、醋、黄酒、白酒、烟熏食品、咖啡、蚝油、米酒/黄酒
五、发酵食品 Fermented Foods,蚝油,含硫化合物,3-甲基-2-丁烯-1-硫醇,3-Methyl-2-butene-1-thiol,5287-45-6,约 0.007–0.1 μg/L（水/食品基质）,洋葱、大蒜、硫臭味、猫尿味,蚝油、牡蛎酶解液、啤酒、光照损伤啤酒
五、发酵食品 Fermented Foods,酱油,酚类,4-乙基愈创木酚,4-Ethylguaiacol,2785-89-9,约 25–123 μg/L（水/乙醇体系）,辛香、烟熏香、丁香香、花香、香草香,酱油、醋、黄酒、白酒、威士忌、咖啡、酿造醋（山西老陈醋）、白酒（酱香型、芝麻香型等）、米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酸类,3-甲基丁酸（异戊酸）,3-Methylbutanoic acid (Isovalericacid),503-74-2,约 148–1050 μg/L（水/乙醇体系）,酸败味、奶酪香、汗味、刺激性酸味,酱油、醋、米酒/黄酒、奶酪、发酵乳制品、酿造醋（山西老陈醋）、发酵食品
五、发酵食品 Fermented Foods,酱油,呋喃/呋喃酮类,5-甲基糠醛,5-Methylfurfural,620-02-0,约 2.4–20 mg/L（水/乙醇体系）,烘烤香、咖啡香、焦糖香、甜香,酿造醋、酱油、黄酒、白酒、咖啡
五、发酵食品 Fermented Foods,酱油,呋喃/呋喃酮类,5-乙基-4-羟基-2-甲基-3(2H)-呋喃酮（HEMF/同呋喃酮）,5-Ethyl-4-hydroxy-2-methyl-3(2H)-furanone (HEMF/Homofuraneol),27538-09-6,约 0.5–5 μg/L（水）；酱油中极低阈值,酱香、焦糖香、枫糖香、烘烤香、坚果香,酱油（日本/中国）、味噌、咖啡、菠萝
